genome,MAG_ID,secondary_cluster,threshold,cluster_method,comparison_algorithm,primary_cluster
3300045884_6.fna,3300045884_6,6165_1,0.050000000000000044,average,fastANI,6165
3300045910_10.fna,3300045910_10,6165_1,0.050000000000000044,average,fastANI,6165
3300045920_42.fna,3300045920_42,6165_1,0.050000000000000044,average,fastANI,6165
3300045955_12.fna,3300045955_12,6166_1,0.050000000000000044,average,fastANI,6166
3300046482_22.fna,3300046482_22,6166_1,0.050000000000000044,average,fastANI,6166
3300048610_9.fna,3300048610_9,6167_0,0.050000000000000044,average,fastANI,6167
3300075593_84.fna,3300075593_84,6168_0,0.050000000000000044,average,fastANI,6168
3300082263_57.fna,3300082263_57,6169_0,0.050000000000000044,average,fastANI,6169
3300050221_7.fna,3300050221_7,6170_1,0.050000000000000044,average,fastANI,6170
3300050226_27.fna,3300050226_27,6170_1,0.050000000000000044,average,fastANI,6170
3300050231_35.fna,3300050231_35,6170_1,0.050000000000000044,average,fastANI,6170
3300051238_159.fna,3300051238_159,6170_2,0.050000000000000044,average,fastANI,6170
3300078213_58.fna,3300078213_58,6170_2,0.050000000000000044,average,fastANI,6170
3300050240_64.fna,3300050240_64,6171_0,0.050000000000000044,average,fastANI,6171
3300051097_34.fna,3300051097_34,6172_1,0.050000000000000044,average,fastANI,6172
3300051202_17.fna,3300051202_17,6172_1,0.050000000000000044,average,fastANI,6172
3300056744_27.fna,3300056744_27,6173_0,0.050000000000000044,average,fastANI,6173
3300051104_10.fna,3300051104_10,6174_0,0.050000000000000044,average,fastANI,6174
3300082029_58.fna,3300082029_58,6175_1,0.050000000000000044,average,fastANI,6175
3300082032_16.fna,3300082032_16,6175_1,0.050000000000000044,average,fastANI,6175
3300082055_14.fna,3300082055_14,6175_2,0.050000000000000044,average,fastANI,6175
3300051098_38.fna,3300051098_38,6176_0,0.050000000000000044,average,fastANI,6176
3300072652_20.fna,3300072652_20,6177_1,0.050000000000000044,average,fastANI,6177
3300072653_55.fna,3300072653_55,6177_1,0.050000000000000044,average,fastANI,6177
3300072658_64.fna,3300072658_64,6177_1,0.050000000000000044,average,fastANI,6177
3300072659_64.fna,3300072659_64,6177_1,0.050000000000000044,average,fastANI,6177
3300072660_59.fna,3300072660_59,6177_1,0.050000000000000044,average,fastANI,6177
3300072687_13.fna,3300072687_13,6177_1,0.050000000000000044,average,fastANI,6177
3300072699_69.fna,3300072699_69,6177_1,0.050000000000000044,average,fastANI,6177
3300072776_45.fna,3300072776_45,6177_1,0.050000000000000044,average,fastANI,6177
3300072778_32.fna,3300072778_32,6177_1,0.050000000000000044,average,fastANI,6177
3300072779_35.fna,3300072779_35,6177_1,0.050000000000000044,average,fastANI,6177
3300072780_66.fna,3300072780_66,6177_1,0.050000000000000044,average,fastANI,6177
3300063044_36.fna,3300063044_36,6178_0,0.050000000000000044,average,fastANI,6178
3300080737_135.fna,3300080737_135,6179_0,0.050000000000000044,average,fastANI,6179
3300012916_3.fna,3300012916_3,6180_1,0.050000000000000044,average,fastANI,6180
3300078383_21.fna,3300078383_21,6180_1,0.050000000000000044,average,fastANI,6180
3300078521_35.fna,3300078521_35,6180_1,0.050000000000000044,average,fastANI,6180
3300078578_28.fna,3300078578_28,6180_1,0.050000000000000044,average,fastANI,6180
3300049513_2.fna,3300049513_2,6181_1,0.050000000000000044,average,fastANI,6181
3300049514_2.fna,3300049514_2,6181_1,0.050000000000000044,average,fastANI,6181
3300049515_6.fna,3300049515_6,6181_1,0.050000000000000044,average,fastANI,6181
3300049518_1.fna,3300049518_1,6181_1,0.050000000000000044,average,fastANI,6181
3300049519_2.fna,3300049519_2,6181_1,0.050000000000000044,average,fastANI,6181
3300049520_2.fna,3300049520_2,6181_1,0.050000000000000044,average,fastANI,6181
3300049521_3.fna,3300049521_3,6181_1,0.050000000000000044,average,fastANI,6181
3300049522_2.fna,3300049522_2,6181_1,0.050000000000000044,average,fastANI,6181
3300049523_2.fna,3300049523_2,6181_1,0.050000000000000044,average,fastANI,6181
3300049661_10.fna,3300049661_10,6181_1,0.050000000000000044,average,fastANI,6181
3300049669_2.fna,3300049669_2,6181_1,0.050000000000000044,average,fastANI,6181
3300049679_7.fna,3300049679_7,6181_1,0.050000000000000044,average,fastANI,6181
3300049705_8.fna,3300049705_8,6181_1,0.050000000000000044,average,fastANI,6181
3300049707_7.fna,3300049707_7,6181_1,0.050000000000000044,average,fastANI,6181
3300049775_5.fna,3300049775_5,6181_1,0.050000000000000044,average,fastANI,6181
3300049779_1.fna,3300049779_1,6181_1,0.050000000000000044,average,fastANI,6181
3300062717_20.fna,3300062717_20,6181_1,0.050000000000000044,average,fastANI,6181
3300062777_4.fna,3300062777_4,6181_1,0.050000000000000044,average,fastANI,6181
3300062784_42.fna,3300062784_42,6181_1,0.050000000000000044,average,fastANI,6181
3300062786_49.fna,3300062786_49,6181_1,0.050000000000000044,average,fastANI,6181
3300062793_27.fna,3300062793_27,6181_1,0.050000000000000044,average,fastANI,6181
3300062795_109.fna,3300062795_109,6181_1,0.050000000000000044,average,fastANI,6181
3300062796_48.fna,3300062796_48,6181_1,0.050000000000000044,average,fastANI,6181
3300062798_4.fna,3300062798_4,6181_1,0.050000000000000044,average,fastANI,6181
3300062800_44.fna,3300062800_44,6181_1,0.050000000000000044,average,fastANI,6181
3300062801_51.fna,3300062801_51,6181_1,0.050000000000000044,average,fastANI,6181
3300062803_28.fna,3300062803_28,6181_1,0.050000000000000044,average,fastANI,6181
3300062820_21.fna,3300062820_21,6181_1,0.050000000000000044,average,fastANI,6181
3300062822_21.fna,3300062822_21,6181_1,0.050000000000000044,average,fastANI,6181
3300062831_44.fna,3300062831_44,6181_1,0.050000000000000044,average,fastANI,6181
3300062833_60.fna,3300062833_60,6181_1,0.050000000000000044,average,fastANI,6181
3300063014_4.fna,3300063014_4,6181_1,0.050000000000000044,average,fastANI,6181
3300063016_48.fna,3300063016_48,6181_1,0.050000000000000044,average,fastANI,6181
3300063023_23.fna,3300063023_23,6181_1,0.050000000000000044,average,fastANI,6181
3300063026_28.fna,3300063026_28,6181_1,0.050000000000000044,average,fastANI,6181
3300063032_25.fna,3300063032_25,6181_1,0.050000000000000044,average,fastANI,6181
3300063043_25.fna,3300063043_25,6181_1,0.050000000000000044,average,fastANI,6181
3300063045_20.fna,3300063045_20,6181_1,0.050000000000000044,average,fastANI,6181
3300063047_18.fna,3300063047_18,6181_1,0.050000000000000044,average,fastANI,6181
3300063049_14.fna,3300063049_14,6181_1,0.050000000000000044,average,fastANI,6181
3300063053_22.fna,3300063053_22,6181_1,0.050000000000000044,average,fastANI,6181
3300063057_79.fna,3300063057_79,6181_1,0.050000000000000044,average,fastANI,6181
3300063058_57.fna,3300063058_57,6181_1,0.050000000000000044,average,fastANI,6181
3300063059_74.fna,3300063059_74,6181_1,0.050000000000000044,average,fastANI,6181
3300063065_57.fna,3300063065_57,6181_1,0.050000000000000044,average,fastANI,6181
3300063066_93.fna,3300063066_93,6181_1,0.050000000000000044,average,fastANI,6181
3300063074_25.fna,3300063074_25,6181_1,0.050000000000000044,average,fastANI,6181
3300063132_67.fna,3300063132_67,6181_1,0.050000000000000044,average,fastANI,6181
3300063176_42.fna,3300063176_42,6181_1,0.050000000000000044,average,fastANI,6181
3300063177_59.fna,3300063177_59,6181_1,0.050000000000000044,average,fastANI,6181
3300063261_59.fna,3300063261_59,6181_1,0.050000000000000044,average,fastANI,6181
3300063263_3.fna,3300063263_3,6181_1,0.050000000000000044,average,fastANI,6181
3300063289_43.fna,3300063289_43,6181_1,0.050000000000000044,average,fastANI,6181
3300063416_75.fna,3300063416_75,6181_1,0.050000000000000044,average,fastANI,6181
3300063429_45.fna,3300063429_45,6181_1,0.050000000000000044,average,fastANI,6181
3300064094_28.fna,3300064094_28,6181_1,0.050000000000000044,average,fastANI,6181
3300064110_40.fna,3300064110_40,6181_1,0.050000000000000044,average,fastANI,6181
3300064124_25.fna,3300064124_25,6181_1,0.050000000000000044,average,fastANI,6181
3300064125_18.fna,3300064125_18,6181_1,0.050000000000000044,average,fastANI,6181
3300064482_53.fna,3300064482_53,6181_1,0.050000000000000044,average,fastANI,6181
3300054960_18.fna,3300054960_18,6182_0,0.050000000000000044,average,fastANI,6182
3300018060_4.fna,3300018060_4,6183_0,0.050000000000000044,average,fastANI,6183
3300082196_11.fna,3300082196_11,6184_0,0.050000000000000044,average,fastANI,6184
3300051090_17.fna,3300051090_17,6185_1,0.050000000000000044,average,fastANI,6185
3300051092_11.fna,3300051092_11,6185_1,0.050000000000000044,average,fastANI,6185
3300051195_13.fna,3300051195_13,6185_1,0.050000000000000044,average,fastANI,6185
3300051182_3.fna,3300051182_3,6186_0,0.050000000000000044,average,fastANI,6186
3300056996_46.fna,3300056996_46,6187_0,0.050000000000000044,average,fastANI,6187
3300048769_10.fna,3300048769_10,6188_1,0.050000000000000044,average,fastANI,6188
3300049722_6.fna,3300049722_6,6188_1,0.050000000000000044,average,fastANI,6188
3300050025_52.fna,3300050025_52,6188_1,0.050000000000000044,average,fastANI,6188
3300044824_18.fna,3300044824_18,6189_0,0.050000000000000044,average,fastANI,6189
3300044904_46.fna,3300044904_46,6190_1,0.050000000000000044,average,fastANI,6190
3300046508_16.fna,3300046508_16,6190_1,0.050000000000000044,average,fastANI,6190
3300046509_24.fna,3300046509_24,6190_1,0.050000000000000044,average,fastANI,6190
3300048802_2.fna,3300048802_2,6190_1,0.050000000000000044,average,fastANI,6190
3300051094_34.fna,3300051094_34,6190_1,0.050000000000000044,average,fastANI,6190
3300055024_100.fna,3300055024_100,6190_2,0.050000000000000044,average,fastANI,6190
3300082197_118.fna,3300082197_118,6191_0,0.050000000000000044,average,fastANI,6191
3300048614_6.fna,3300048614_6,6192_1,0.050000000000000044,average,fastANI,6192
3300048618_12.fna,3300048618_12,6192_1,0.050000000000000044,average,fastANI,6192
3300056888_9.fna,3300056888_9,6193_1,0.050000000000000044,average,fastANI,6193
3300056905_213.fna,3300056905_213,6193_1,0.050000000000000044,average,fastANI,6193
3300056973_121.fna,3300056973_121,6193_1,0.050000000000000044,average,fastANI,6193
3300057035_1.fna,3300057035_1,6193_1,0.050000000000000044,average,fastANI,6193
3300057050_86.fna,3300057050_86,6193_1,0.050000000000000044,average,fastANI,6193
3300082266_70.fna,3300082266_70,6193_1,0.050000000000000044,average,fastANI,6193
3300057014_56.fna,3300057014_56,6194_0,0.050000000000000044,average,fastANI,6194
3300056899_65.fna,3300056899_65,6195_1,0.050000000000000044,average,fastANI,6195
3300056903_43.fna,3300056903_43,6195_1,0.050000000000000044,average,fastANI,6195
3300057048_72.fna,3300057048_72,6196_0,0.050000000000000044,average,fastANI,6196
3300082197_125.fna,3300082197_125,6197_0,0.050000000000000044,average,fastANI,6197
3300050216_33.fna,3300050216_33,6198_1,0.050000000000000044,average,fastANI,6198
3300050242_9.fna,3300050242_9,6198_1,0.050000000000000044,average,fastANI,6198
3300051096_18.fna,3300051096_18,6198_1,0.050000000000000044,average,fastANI,6198
3300051099_88.fna,3300051099_88,6198_1,0.050000000000000044,average,fastANI,6198
3300051204_57.fna,3300051204_57,6198_1,0.050000000000000044,average,fastANI,6198
3300051238_95.fna,3300051238_95,6198_1,0.050000000000000044,average,fastANI,6198
3300050226_57.fna,3300050226_57,6199_0,0.050000000000000044,average,fastANI,6199
3300066008_114.fna,3300066008_114,6200_0,0.050000000000000044,average,fastANI,6200
3300072121_23.fna,3300072121_23,6201_0,0.050000000000000044,average,fastANI,6201
3300062684_7.fna,3300062684_7,6202_0,0.050000000000000044,average,fastANI,6202
3300064039_49.fna,3300064039_49,6203_0,0.050000000000000044,average,fastANI,6203
3300064109_68.fna,3300064109_68,6204_0,0.050000000000000044,average,fastANI,6204
3300062835_41.fna,3300062835_41,6205_1,0.050000000000000044,average,fastANI,6205
3300063080_55.fna,3300063080_55,6205_1,0.050000000000000044,average,fastANI,6205
3300044515_2.fna,3300044515_2,6206_0,0.050000000000000044,average,fastANI,6206
3300044737_25.fna,3300044737_25,6207_1,0.050000000000000044,average,fastANI,6207
3300044807_5.fna,3300044807_5,6207_1,0.050000000000000044,average,fastANI,6207
3300045119_14.fna,3300045119_14,6208_0,0.050000000000000044,average,fastANI,6208
3300043538_11.fna,3300043538_11,6209_1,0.050000000000000044,average,fastANI,6209
3300064044_71.fna,3300064044_71,6209_2,0.050000000000000044,average,fastANI,6209
3300037392_1.fna,3300037392_1,6210_0,0.050000000000000044,average,fastANI,6210
3300066457_42.fna,3300066457_42,6211_0,0.050000000000000044,average,fastANI,6211
3300043485_9.fna,3300043485_9,6212_1,0.050000000000000044,average,fastANI,6212
3300066659_57.fna,3300066659_57,6212_2,0.050000000000000044,average,fastANI,6212
3300044447_9.fna,3300044447_9,6212_3,0.050000000000000044,average,fastANI,6212
3300044722_13.fna,3300044722_13,6213_0,0.050000000000000044,average,fastANI,6213
3300049004_54.fna,3300049004_54,6214_1,0.050000000000000044,average,fastANI,6214
3300062689_39.fna,3300062689_39,6214_1,0.050000000000000044,average,fastANI,6214
3300049004_33.fna,3300049004_33,6215_1,0.050000000000000044,average,fastANI,6215
3300062860_22.fna,3300062860_22,6215_2,0.050000000000000044,average,fastANI,6215
3300044703_57.fna,3300044703_57,6216_1,0.050000000000000044,average,fastANI,6216
3300044720_8.fna,3300044720_8,6216_2,0.050000000000000044,average,fastANI,6216
3300013296_23.fna,3300013296_23,6216_3,0.050000000000000044,average,fastANI,6216
3300044839_7.fna,3300044839_7,6216_4,0.050000000000000044,average,fastANI,6216
3300050478_4.fna,3300050478_4,6217_1,0.050000000000000044,average,fastANI,6217
3300066457_51.fna,3300066457_51,6217_2,0.050000000000000044,average,fastANI,6217
3300053644_25.fna,3300053644_25,6217_3,0.050000000000000044,average,fastANI,6217
3300044810_24.fna,3300044810_24,6218_0,0.050000000000000044,average,fastANI,6218
3300044830_8.fna,3300044830_8,6219_1,0.050000000000000044,average,fastANI,6219
3300066017_50.fna,3300066017_50,6219_1,0.050000000000000044,average,fastANI,6219
3300064040_75.fna,3300064040_75,6220_0,0.050000000000000044,average,fastANI,6220
3300043388_3.fna,3300043388_3,6221_1,0.050000000000000044,average,fastANI,6221
3300051098_41.fna,3300051098_41,6221_2,0.050000000000000044,average,fastANI,6221
3300023046_1.fna,3300023046_1,6221_3,0.050000000000000044,average,fastANI,6221
3300044840_11.fna,3300044840_11,6222_1,0.050000000000000044,average,fastANI,6222
3300044841_28.fna,3300044841_28,6222_1,0.050000000000000044,average,fastANI,6222
3300044677_21.fna,3300044677_21,6222_2,0.050000000000000044,average,fastANI,6222
3300044838_33.fna,3300044838_33,6222_3,0.050000000000000044,average,fastANI,6222
3300078163_28.fna,3300078163_28,6223_0,0.050000000000000044,average,fastANI,6223
3300048997_23.fna,3300048997_23,6224_0,0.050000000000000044,average,fastANI,6224
3300076030_6.fna,3300076030_6,6225_0,0.050000000000000044,average,fastANI,6225
3300078045_56.fna,3300078045_56,6226_0,0.050000000000000044,average,fastANI,6226
3300024179_1.fna,3300024179_1,6227_1,0.050000000000000044,average,fastANI,6227
3300024186_1.fna,3300024186_1,6227_1,0.050000000000000044,average,fastANI,6227
3300024222_2.fna,3300024222_2,6227_1,0.050000000000000044,average,fastANI,6227
3300024246_2.fna,3300024246_2,6227_1,0.050000000000000044,average,fastANI,6227
3300024284_3.fna,3300024284_3,6227_1,0.050000000000000044,average,fastANI,6227
3300024290_3.fna,3300024290_3,6227_1,0.050000000000000044,average,fastANI,6227
3300024325_2.fna,3300024325_2,6227_1,0.050000000000000044,average,fastANI,6227
3300028146_2.fna,3300028146_2,6227_1,0.050000000000000044,average,fastANI,6227
3300048892_36.fna,3300048892_36,6227_1,0.050000000000000044,average,fastANI,6227
3300049456_39.fna,3300049456_39,6227_2,0.050000000000000044,average,fastANI,6227
3300062826_3.fna,3300062826_3,6227_3,0.050000000000000044,average,fastANI,6227
3300044525_4.fna,3300044525_4,6228_1,0.050000000000000044,average,fastANI,6228
3300045283_25.fna,3300045283_25,6228_2,0.050000000000000044,average,fastANI,6228
3300013297_17.fna,3300013297_17,6228_3,0.050000000000000044,average,fastANI,6228
3300045241_8.fna,3300045241_8,6228_3,0.050000000000000044,average,fastANI,6228
3300013308_19.fna,3300013308_19,6228_4,0.050000000000000044,average,fastANI,6228
3300044736_27.fna,3300044736_27,6229_0,0.050000000000000044,average,fastANI,6229
3300049259_42.fna,3300049259_42,6230_1,0.050000000000000044,average,fastANI,6230
3300062689_7.fna,3300062689_7,6230_1,0.050000000000000044,average,fastANI,6230
3300082193_76.fna,3300082193_76,6231_0,0.050000000000000044,average,fastANI,6231
3300082245_23.fna,3300082245_23,6232_1,0.050000000000000044,average,fastANI,6232
3300082286_53.fna,3300082286_53,6232_1,0.050000000000000044,average,fastANI,6232
3300044854_18.fna,3300044854_18,6233_0,0.050000000000000044,average,fastANI,6233
3300045283_24.fna,3300045283_24,6234_0,0.050000000000000044,average,fastANI,6234
3300082524_26.fna,3300082524_26,6235_0,0.050000000000000044,average,fastANI,6235
3300050215_4.fna,3300050215_4,6236_1,0.050000000000000044,average,fastANI,6236
3300051098_4.fna,3300051098_4,6236_1,0.050000000000000044,average,fastANI,6236
3300044834_29.fna,3300044834_29,6237_0,0.050000000000000044,average,fastANI,6237
3300080648_38.fna,3300080648_38,6238_0,0.050000000000000044,average,fastANI,6238
3300051096_92.fna,3300051096_92,6239_1,0.050000000000000044,average,fastANI,6239
3300051238_189.fna,3300051238_189,6239_1,0.050000000000000044,average,fastANI,6239
3300045120_13.fna,3300045120_13,6240_0,0.050000000000000044,average,fastANI,6240
3300061536_14.fna,3300061536_14,6241_0,0.050000000000000044,average,fastANI,6241
3300081525_7.fna,3300081525_7,6242_0,0.050000000000000044,average,fastANI,6242
3300044828_16.fna,3300044828_16,6243_1,0.050000000000000044,average,fastANI,6243
3300044829_13.fna,3300044829_13,6243_1,0.050000000000000044,average,fastANI,6243
3300044812_18.fna,3300044812_18,6243_2,0.050000000000000044,average,fastANI,6243
3300044817_5.fna,3300044817_5,6243_3,0.050000000000000044,average,fastANI,6243
3300059576_22.fna,3300059576_22,6244_0,0.050000000000000044,average,fastANI,6244
3300062721_91.fna,3300062721_91,6245_0,0.050000000000000044,average,fastANI,6245
3300044834_9.fna,3300044834_9,6246_0,0.050000000000000044,average,fastANI,6246
3300050654_27.fna,3300050654_27,6247_0,0.050000000000000044,average,fastANI,6247
3300082073_98.fna,3300082073_98,6248_0,0.050000000000000044,average,fastANI,6248
3300044837_34.fna,3300044837_34,6249_0,0.050000000000000044,average,fastANI,6249
3300060895_27.fna,3300060895_27,6250_0,0.050000000000000044,average,fastANI,6250
3300060319_45.fna,3300060319_45,6251_0,0.050000000000000044,average,fastANI,6251
3300049259_67.fna,3300049259_67,6252_1,0.050000000000000044,average,fastANI,6252
3300062690_39.fna,3300062690_39,6252_1,0.050000000000000044,average,fastANI,6252
3300049260_34.fna,3300049260_34,6253_1,0.050000000000000044,average,fastANI,6253
3300062856_21.fna,3300062856_21,6253_1,0.050000000000000044,average,fastANI,6253
3300044704_25.fna,3300044704_25,6253_2,0.050000000000000044,average,fastANI,6253
3300064044_72.fna,3300064044_72,6254_0,0.050000000000000044,average,fastANI,6254
3300044720_39.fna,3300044720_39,6255_0,0.050000000000000044,average,fastANI,6255
3300062690_43.fna,3300062690_43,6256_1,0.050000000000000044,average,fastANI,6256
3300062838_36.fna,3300062838_36,6256_2,0.050000000000000044,average,fastANI,6256
3300064310_17.fna,3300064310_17,6257_0,0.050000000000000044,average,fastANI,6257
3300075532_38.fna,3300075532_38,6258_0,0.050000000000000044,average,fastANI,6258
3300079107_28.fna,3300079107_28,6259_0,0.050000000000000044,average,fastANI,6259
3300045282_33.fna,3300045282_33,6260_0,0.050000000000000044,average,fastANI,6260
3300059576_6.fna,3300059576_6,6261_1,0.050000000000000044,average,fastANI,6261
3300059581_9.fna,3300059581_9,6261_1,0.050000000000000044,average,fastANI,6261
3300062561_58.fna,3300062561_58,6262_1,0.050000000000000044,average,fastANI,6262
3300062721_39.fna,3300062721_39,6262_1,0.050000000000000044,average,fastANI,6262
3300075767_17.fna,3300075767_17,6262_2,0.050000000000000044,average,fastANI,6262
3300082265_18.fna,3300082265_18,6262_2,0.050000000000000044,average,fastANI,6262
3300048893_37.fna,3300048893_37,6262_3,0.050000000000000044,average,fastANI,6262
3300060318_56.fna,3300060318_56,6263_0,0.050000000000000044,average,fastANI,6263
3300051187_7.fna,3300051187_7,6264_0,0.050000000000000044,average,fastANI,6264
3300049447_8.fna,3300049447_8,6265_0,0.050000000000000044,average,fastANI,6265
3300046703_6.fna,3300046703_6,6266_1,0.050000000000000044,average,fastANI,6266
3300046710_5.fna,3300046710_5,6266_1,0.050000000000000044,average,fastANI,6266
3300049589_80.fna,3300049589_80,6267_0,0.050000000000000044,average,fastANI,6267
3300050222_75.fna,3300050222_75,6268_0,0.050000000000000044,average,fastANI,6268
3300050659_6.fna,3300050659_6,6269_0,0.050000000000000044,average,fastANI,6269
3300059598_39.fna,3300059598_39,6270_0,0.050000000000000044,average,fastANI,6270
3300050656_1.fna,3300050656_1,6271_1,0.050000000000000044,average,fastANI,6271
3300082073_13.fna,3300082073_13,6271_2,0.050000000000000044,average,fastANI,6271
3300053063_28.fna,3300053063_28,6271_3,0.050000000000000044,average,fastANI,6271
3300061637_35.fna,3300061637_35,6271_4,0.050000000000000044,average,fastANI,6271
3300056387_26.fna,3300056387_26,6271_5,0.050000000000000044,average,fastANI,6271
3300077141_20.fna,3300077141_20,6271_6,0.050000000000000044,average,fastANI,6271
3300065429_14.fna,3300065429_14,6272_0,0.050000000000000044,average,fastANI,6272
3300046708_4.fna,3300046708_4,6273_0,0.050000000000000044,average,fastANI,6273
3300044703_67.fna,3300044703_67,6274_1,0.050000000000000044,average,fastANI,6274
3300064042_83.fna,3300064042_83,6274_1,0.050000000000000044,average,fastANI,6274
3300082226_33.fna,3300082226_33,6275_0,0.050000000000000044,average,fastANI,6275
3300062858_11.fna,3300062858_11,6276_0,0.050000000000000044,average,fastANI,6276
3300046789_4.fna,3300046789_4,6277_1,0.050000000000000044,average,fastANI,6277
3300047053_5.fna,3300047053_5,6277_1,0.050000000000000044,average,fastANI,6277
3300066608_67.fna,3300066608_67,6278_1,0.050000000000000044,average,fastANI,6278
3300066659_90.fna,3300066659_90,6278_2,0.050000000000000044,average,fastANI,6278
3300061637_42.fna,3300061637_42,6279_0,0.050000000000000044,average,fastANI,6279
3300064039_56.fna,3300064039_56,6280_0,0.050000000000000044,average,fastANI,6280
3300066608_27.fna,3300066608_27,6281_1,0.050000000000000044,average,fastANI,6281
3300078530_12.fna,3300078530_12,6281_2,0.050000000000000044,average,fastANI,6281
3300066505_11.fna,3300066505_11,6282_0,0.050000000000000044,average,fastANI,6282
3300080626_25.fna,3300080626_25,6283_0,0.050000000000000044,average,fastANI,6283
3300050657_27.fna,3300050657_27,6284_1,0.050000000000000044,average,fastANI,6284
3300050659_21.fna,3300050659_21,6284_2,0.050000000000000044,average,fastANI,6284
3300081791_13.fna,3300081791_13,6285_0,0.050000000000000044,average,fastANI,6285
3300046515_15.fna,3300046515_15,6286_0,0.050000000000000044,average,fastANI,6286
3300062782_2.fna,3300062782_2,6287_0,0.050000000000000044,average,fastANI,6287
3300062865_6.fna,3300062865_6,6288_0,0.050000000000000044,average,fastANI,6288
3300081525_31.fna,3300081525_31,6289_0,0.050000000000000044,average,fastANI,6289
3300044808_21.fna,3300044808_21,6290_0,0.050000000000000044,average,fastANI,6290
3300044983_91.fna,3300044983_91,6291_0,0.050000000000000044,average,fastANI,6291
3300046706_13.fna,3300046706_13,6292_0,0.050000000000000044,average,fastANI,6292
3300060647_3.fna,3300060647_3,6293_0,0.050000000000000044,average,fastANI,6293
3300066533_35.fna,3300066533_35,6294_0,0.050000000000000044,average,fastANI,6294
3300061783_3.fna,3300061783_3,6295_0,0.050000000000000044,average,fastANI,6295
3300081786_33.fna,3300081786_33,6296_0,0.050000000000000044,average,fastANI,6296
3300081791_31.fna,3300081791_31,6297_0,0.050000000000000044,average,fastANI,6297
3300020181_2.fna,3300020181_2,6298_0,0.050000000000000044,average,fastANI,6298
3300076038_16.fna,3300076038_16,6299_0,0.050000000000000044,average,fastANI,6299
3300034173_4.fna,3300034173_4,6300_1,0.050000000000000044,average,fastANI,6300
3300034174_3.fna,3300034174_3,6300_1,0.050000000000000044,average,fastANI,6300
3300079540_20.fna,3300079540_20,6301_0,0.050000000000000044,average,fastANI,6301
3300051179_3.fna,3300051179_3,6302_0,0.050000000000000044,average,fastANI,6302
3300044720_33.fna,3300044720_33,6303_0,0.050000000000000044,average,fastANI,6303
3300046488_18.fna,3300046488_18,6304_0,0.050000000000000044,average,fastANI,6304
3300050015_98.fna,3300050015_98,6305_0,0.050000000000000044,average,fastANI,6305
3300048760_22.fna,3300048760_22,6306_0,0.050000000000000044,average,fastANI,6306
3300081534_54.fna,3300081534_54,6307_0,0.050000000000000044,average,fastANI,6307
3300057017_82.fna,3300057017_82,6308_1,0.050000000000000044,average,fastANI,6308
3300057057_69.fna,3300057057_69,6308_1,0.050000000000000044,average,fastANI,6308
3300056897_18.fna,3300056897_18,6309_1,0.050000000000000044,average,fastANI,6309
3300056997_13.fna,3300056997_13,6309_1,0.050000000000000044,average,fastANI,6309
3300057017_84.fna,3300057017_84,6309_1,0.050000000000000044,average,fastANI,6309
3300057053_43.fna,3300057053_43,6309_1,0.050000000000000044,average,fastANI,6309
3300057057_51.fna,3300057057_51,6309_1,0.050000000000000044,average,fastANI,6309
3300057029_119.fna,3300057029_119,6310_0,0.050000000000000044,average,fastANI,6310
3300045283_27.fna,3300045283_27,6311_1,0.050000000000000044,average,fastANI,6311
3300052995_6.fna,3300052995_6,6311_1,0.050000000000000044,average,fastANI,6311
3300055273_14.fna,3300055273_14,6311_1,0.050000000000000044,average,fastANI,6311
3300075936_21.fna,3300075936_21,6311_1,0.050000000000000044,average,fastANI,6311
3300082055_3.fna,3300082055_3,6311_1,0.050000000000000044,average,fastANI,6311
3300060355_117.fna,3300060355_117,6312_1,0.050000000000000044,average,fastANI,6312
3300064109_65.fna,3300064109_65,6312_2,0.050000000000000044,average,fastANI,6312
3300066017_32.fna,3300066017_32,6313_1,0.050000000000000044,average,fastANI,6313
3300078314_29.fna,3300078314_29,6313_2,0.050000000000000044,average,fastANI,6313
3300077818_26.fna,3300077818_26,6313_3,0.050000000000000044,average,fastANI,6313
3300043811_34.fna,3300043811_34,6314_1,0.050000000000000044,average,fastANI,6314
3300044977_44.fna,3300044977_44,6314_1,0.050000000000000044,average,fastANI,6314
3300044979_13.fna,3300044979_13,6314_1,0.050000000000000044,average,fastANI,6314
3300062810_35.fna,3300062810_35,6314_1,0.050000000000000044,average,fastANI,6314
3300076622_24.fna,3300076622_24,6314_1,0.050000000000000044,average,fastANI,6314
3300081485_48.fna,3300081485_48,6314_1,0.050000000000000044,average,fastANI,6314
3300081823_16.fna,3300081823_16,6314_1,0.050000000000000044,average,fastANI,6314
3300061179_33.fna,3300061179_33,6314_2,0.050000000000000044,average,fastANI,6314
3300078171_29.fna,3300078171_29,6314_3,0.050000000000000044,average,fastANI,6314
3300044713_22.fna,3300044713_22,6315_1,0.050000000000000044,average,fastANI,6315
3300061537_55.fna,3300061537_55,6315_2,0.050000000000000044,average,fastANI,6315
3300081964_25.fna,3300081964_25,6316_0,0.050000000000000044,average,fastANI,6316
3300073837_42.fna,3300073837_42,6317_0,0.050000000000000044,average,fastANI,6317
3300077671_12.fna,3300077671_12,6318_1,0.050000000000000044,average,fastANI,6318
3300078162_2.fna,3300078162_2,6318_1,0.050000000000000044,average,fastANI,6318
3300082193_11.fna,3300082193_11,6318_1,0.050000000000000044,average,fastANI,6318
