# BUSCO version is: 6.0.0 
# The lineage dataset is: drosophila_odb12 (Creation date: 2025-07-01, number of genomes: 32, number of BUSCOs: 9348)
# Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
41713at7215	Complete	3R	6457286	6458670	+	787.4	387	https://www.orthodb.org/?query=41713at7215	zinc finger protein 287
41717at7215	Complete	3R	29725254	29725611	+	212.6	118	https://www.orthodb.org/?query=41717at7215	uncharacterized protein LOC117792423
41726at7215	Complete	3L	21327627	21334007	+	787.3	382	https://www.orthodb.org/?query=41726at7215	ras-related protein Rab-26
41727at7215	Complete	2L	11812431	11811119	-	860.2	380	https://www.orthodb.org/?query=41727at7215	Cyclin Y
41731at7215	Complete	3R	16315131	16311183	-	2250.3	1055	https://www.orthodb.org/?query=41731at7215	extracellular sulfatase SULF-1 homolog
41738at7215	Complete	2R	11259839	11259319	-	207.2	127	https://www.orthodb.org/?query=41738at7215	endocuticle structural glycoprotein ABD-5
41748at7215	Complete	2R	5671834	5672626	+	528.8	256	https://www.orthodb.org/?query=41748at7215	uncharacterized protein LOC111600123
41749at7215	Complete	X	7290250	7289148	-	547.1	268	https://www.orthodb.org/?query=41749at7215	protein unc-119 homolog
41752at7215	Complete	3R	25235397	25234047	-	827.9	420	https://www.orthodb.org/?query=41752at7215	Sil1 nucleotide exchange factor
41757at7215	Complete	3L	13424168	13423487	-	299.4	171	https://www.orthodb.org/?query=41757at7215	LOW QUALITY PROTEIN: chitin-binding domain protein cbd-1
41758at7215	Complete	3R	9512291	9511510	-	445.0	189	https://www.orthodb.org/?query=41758at7215	Zinc finger, RING-type
41766at7215	Complete	3R	16349510	16350580	+	369.2	172	https://www.orthodb.org/?query=41766at7215	mesencephalic astrocyte-derived neurotrophic factor
41777at7215	Complete	3L	16779481	16777596	-	1185.8	576	https://www.orthodb.org/?query=41777at7215	Glyceraldehyde 3-phosphate dehydrogenase, catalytic domain
41807at7215	Complete	3L	585441	583986	-	791.0	425	https://www.orthodb.org/?query=41807at7215	transcriptional repressor scratch 1
41808at7215	Complete	2R	6719640	6718543	-	612.0	301	https://www.orthodb.org/?query=41808at7215	zinc transporter ZIP1
41809at7215	Complete	2R	7566662	7565960	-	385.5	179	https://www.orthodb.org/?query=41809at7215	boca
41813at7215	Complete	2L	8958977	8954024	-	980.9	477	https://www.orthodb.org/?query=41813at7215	E3 ubiquitin-protein ligase APD1-4, middle domain
41823at7215	Complete	3L	4240395	4242457	+	950.4	456	https://www.orthodb.org/?query=41823at7215	sulfide:quinone oxidoreductase, mitochondrial
41835at7215	Complete	X	18379753	18378178	-	819.8	465	https://www.orthodb.org/?query=41835at7215	3'5'-cyclic nucleotide phosphodiesterase, catalytic domain
41842at7215	Complete	2L	19063381	19064630	+	834.5	394	https://www.orthodb.org/?query=41842at7215	DUS-like, FMN-binding domain
41848at7215	Complete	2L	2552754	2551399	-	671.7	399	https://www.orthodb.org/?query=41848at7215	WD repeat-containing protein 82
41851at7215	Complete	2R	23191239	23164427	-	2388.5	1078	https://www.orthodb.org/?query=41851at7215	LOW QUALITY PROTEIN: nephrin
41857at7215	Complete	2R	9822881	9821262	-	684.2	374	https://www.orthodb.org/?query=41857at7215	uncharacterized protein LOC4804367 isoform X1
41865at7215	Complete	X	13830010	13826472	-	1183.2	608	https://www.orthodb.org/?query=41865at7215	LIM domain-containing protein jub
41868at7215	Complete	2L	12704791	12706468	+	798.6	360	https://www.orthodb.org/?query=41868at7215	magnesium transporter NIPA2
41877at7215	Complete	2R	24561859	24564773	+	1644.7	818	https://www.orthodb.org/?query=41877at7215	E3 ubiquitin-protein ligase ZNF598
41887at7215	Complete	3R	15275613	15276435	+	535.2	248	https://www.orthodb.org/?query=41887at7215	18S rRNA aminocarboxypropyltransferase
41896at7215	Complete	3R	27659959	27658072	-	319.8	144	https://www.orthodb.org/?query=41896at7215	myosin light chain alkali
41905at7215	Complete	X	13120752	13122845	+	686.6	309	https://www.orthodb.org/?query=41905at7215	uncharacterized protein, isoform A
41906at7215	Complete	2R	16294520	16297076	+	1739.4	817	https://www.orthodb.org/?query=41906at7215	autophagy-related protein 9A
41907at7215	Complete	2R	8600596	8622315	+	1530.4	756	https://www.orthodb.org/?query=41907at7215	zinc finger protein 583
41912at7215	Complete	3R	10144071	10140772	-	1565.0	854	https://www.orthodb.org/?query=41912at7215	TATA box-binding protein-associated factor RNA polymerase I subunit B
41924at7215	Complete	3R	24342828	24343191	+	211.1	100	https://www.orthodb.org/?query=41924at7215	Glycoside hydrolase family 2, catalytic domain
41928at7215	Complete	2L	2837899	2834969	-	708.1	358	https://www.orthodb.org/?query=41928at7215	glycoprotein-N-acetylgalactosamine 3-beta-galactosyltransferase 1
41934at7215	Complete	2L	22250098	22258176	+	1153.5	597	https://www.orthodb.org/?query=41934at7215	RNA polymerase I-specific transcription initiation factor RRN3
41943at7215	Complete	3L	3378284	3380000	+	1126.3	501	https://www.orthodb.org/?query=41943at7215	iduronate 2-sulfatase
41947at7215	Complete	3R	23760494	23759724	-	352.1	175	https://www.orthodb.org/?query=41947at7215	succinate dehydrogenase 
41949at7215	Complete	3L	9889283	9892342	+	2080.1	904	https://www.orthodb.org/?query=41949at7215	calpain-B
41950at7215	Complete	3L	13914528	13907769	-	2022.5	907	https://www.orthodb.org/?query=41950at7215	ral guanine nucleotide dissociation stimulator-like 1
41955at7215	Complete	3R	11882424	11879782	-	1512.4	756	https://www.orthodb.org/?query=41955at7215	sphingomyelin phosphodiesterase 4
41956at7215	Complete	3L	8955025	8956495	+	971.8	492	https://www.orthodb.org/?query=41956at7215	Gram-negative bacteria binding protein 3
41965at7215	Complete	3R	17403205	17402669	-	152.9	90	https://www.orthodb.org/?query=41965at7215	uncharacterized protein LOC122621810 isoform X1
41980at7215	Complete	2L	4474977	4468136	-	1977.1	869	https://www.orthodb.org/?query=41980at7215	sodium- and chloride-dependent GABA transporter ine
41981at7215	Complete	2L	10299204	10295919	-	1345.1	644	https://www.orthodb.org/?query=41981at7215	ubiquitin carboxyl-terminal hydrolase CYLD
41985at7215	Complete	3R	31235281	31232622	-	890.5	456	https://www.orthodb.org/?query=41985at7215	Dynein heavy chain AAA lid domain
41997at7215	Complete	X	16446879	16445557	-	761.9	341	https://www.orthodb.org/?query=41997at7215	eukaryotic translation initiation factor 2 subunit 1
42012at7215	Complete	2L	9924860	9922796	-	1117.0	554	https://www.orthodb.org/?query=42012at7215	dynein regulatory complex subunit 3
42015at7215	Complete	3R	28923119	28924980	+	770.8	451	https://www.orthodb.org/?query=42015at7215	Prolyl 4-hydroxylase, alpha subunit
42021at7215	Complete	3R	13768087	13770525	+	1235.3	560	https://www.orthodb.org/?query=42021at7215	endochitinase
42024at7215	Complete	2L	17133593	17170426	+	665.1	308	https://www.orthodb.org/?query=42024at7215	uncharacterized protein LOC117565290 isoform X1
42035at7215	Complete	2R	21562653	21561160	-	777.0	335	https://www.orthodb.org/?query=42035at7215	BTB/POZ domain-containing protein kctd15
42050at7215	Complete	3R	9008585	9009989	+	696.2	389	https://www.orthodb.org/?query=42050at7215	uncharacterized protein, isoform A
42052at7215	Complete	X	23025393	23034036	+	1110.9	535	https://www.orthodb.org/?query=42052at7215	sodium/potassium/calcium exchanger 4 isoform X1
42064at7215	Complete	3R	11422394	11429536	+	4538.7	2232	https://www.orthodb.org/?query=42064at7215	zinc finger FYVE domain-containing protein 26 homolog
42065at7215	Complete	X	13159373	13157700	-	1173.5	513	https://www.orthodb.org/?query=42065at7215	brahma-associated protein of 60 kDa
42093at7215	Complete	3R	15832617	15824479	-	1623.8	845	https://www.orthodb.org/?query=42093at7215	DNA replication licensing factor REC
42096at7215	Complete	3R	27923121	27924787	+	925.5	401	https://www.orthodb.org/?query=42096at7215	Large ribosomal subunit protein uL4
42109at7215	Complete	X	9194035	9194732	+	422.5	210	https://www.orthodb.org/?query=42109at7215	COMM domain-containing protein 3
42114at7215	Complete	2R	14668415	14671462	+	997.4	615	https://www.orthodb.org/?query=42114at7215	uncharacterized protein LOC6580981 isoform X1
42118at7215	Complete	3L	16237757	16239394	+	591.0	316	https://www.orthodb.org/?query=42118at7215	gamma-glutamyl hydrolase
42121at7215	Complete	3R	15693129	15694065	+	377.5	220	https://www.orthodb.org/?query=42121at7215	Lipocalin/cytosolic fatty-acid binding domain
42125at7215	Complete	2L	15771007	15768741	-	1324.0	674	https://www.orthodb.org/?query=42125at7215	ATP-dependent DNA helicase 2 subunit KU80
42130at7215	Complete	3R	10854361	10853656	-	471.1	228	https://www.orthodb.org/?query=42130at7215	lysophospholipase-like protein 1
42160at7215	Complete	3L	14992471	14997491	+	1073.8	536	https://www.orthodb.org/?query=42160at7215	zinc transporter ZIP10
42166at7215	Complete	X	10813361	10797071	-	1389.6	614	https://www.orthodb.org/?query=42166at7215	insulin-like growth factor 2 mRNA-binding protein 1
42172at7215	Complete	3L	18683901	18683221	-	456.3	203	https://www.orthodb.org/?query=42172at7215	charged multivesicular body protein 1b
42175at7215	Complete	3R	24769521	24769770	+	164.7	79	https://www.orthodb.org/?query=42175at7215	uncharacterized protein LOC117583273
42176at7215	Complete	2R	7386979	7383199	-	2243.1	1118	https://www.orthodb.org/?query=42176at7215	kinesin-like protein costa
42186at7215	Complete	2L	6897412	6905989	+	2650.8	1217	https://www.orthodb.org/?query=42186at7215	uncharacterized protein LOC6577162 isoform X1
42208at7215	Complete	3R	22774953	22776225	+	920.9	404	https://www.orthodb.org/?query=42208at7215	ubiquitin carboxyl-terminal hydrolase 12
42216at7215	Complete	X	2246230	2247491	+	718.0	376	https://www.orthodb.org/?query=42216at7215	Adenylosuccinate lyase C-terminal
42218at7215	Complete	2L	9012263	9012840	+	285.0	150	https://www.orthodb.org/?query=42218at7215	uncharacterized protein, isoform A
42220at7215	Complete	X	1868924	1867010	-	1162.5	549	https://www.orthodb.org/?query=42220at7215	peroxisomal targeting signal 1 receptor
42226at7215	Complete	2R	9161162	9158614	-	1188.3	560	https://www.orthodb.org/?query=42226at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC108159597
42236at7215	Complete	3R	13402988	13402638	-	200.0	94	https://www.orthodb.org/?query=42236at7215	dolichol-phosphate mannosyltransferase subunit 3
42251at7215	Complete	2R	7861070	7836825	-	2373.6	1092	https://www.orthodb.org/?query=42251at7215	diacylglycerol kinase 1
42252at7215	Complete	2L	8173145	8189126	+	6532.6	2920	https://www.orthodb.org/?query=42252at7215	piezo-type mechanosensitive ion channel component
42256at7215	Complete	2L	18285634	18284938	-	432.2	228	https://www.orthodb.org/?query=42256at7215	transmembrane emp24 domain-containing protein 1
42266at7215	Complete	3R	19604110	19606275	+	1149.9	539	https://www.orthodb.org/?query=42266at7215	organic cation transporter protein
42270at7215	Complete	3R	25262809	25263258	+	278.4	129	https://www.orthodb.org/?query=42270at7215	peptidyl-prolyl cis-trans isomerase NIMA-interacting 4
42281at7215	Complete	2R	12447765	12452037	+	1557.0	724	https://www.orthodb.org/?query=42281at7215	dystrobrevin beta
42310at7215	Complete	3L	3350254	3367768	+	9750.3	4278	https://www.orthodb.org/?query=42310at7215	spectrin beta chain, non-erythrocytic 5 isoform X1
42327at7215	Complete	3R	8677113	8678157	+	625.3	332	https://www.orthodb.org/?query=42327at7215	putative transferase CAF17, mitochondrial
42338at7215	Complete	X	16787949	16788692	+	402.4	173	https://www.orthodb.org/?query=42338at7215	histone deacetylase complex subunit SAP30 homolog
42343at7215	Complete	2R	21625195	21630817	+	3148.5	1431	https://www.orthodb.org/?query=42343at7215	protein mahjong
42345at7215	Complete	2R	18831245	18833112	+	451.2	284	https://www.orthodb.org/?query=42345at7215	uncharacterized protein, isoform A
42346at7215	Complete	3R	5483646	5480739	-	2067.7	960	https://www.orthodb.org/?query=42346at7215	kinase suppressor of Ras 1
42359at7215	Complete	2R	24924632	24921766	-	1686.6	875	https://www.orthodb.org/?query=42359at7215	transient receptor potential cation channel protein painless
42364at7215	Complete	2L	852573	851445	-	673.8	330	https://www.orthodb.org/?query=42364at7215	WW domain-binding protein 4
42368at7215	Complete	2L	18671187	18666967	-	1828.4	859	https://www.orthodb.org/?query=42368at7215	coiled-coil domain-containing protein 170
42369at7215	Complete	3L	20129308	20138884	+	4008.5	1844	https://www.orthodb.org/?query=42369at7215	tuberin
42373at7215	Complete	3R	14663149	14661345	-	1048.9	532	https://www.orthodb.org/?query=42373at7215	cell cycle checkpoint protein RAD17
42379at7215	Complete	3L	6189813	6191857	+	1225.1	681	https://www.orthodb.org/?query=42379at7215	zinc finger protein 14
42380at7215	Complete	2R	18660039	18658539	-	914.6	447	https://www.orthodb.org/?query=42380at7215	UBX domain-containing protein 6
42410at7215	Complete	X	21315055	21307685	-	3309.6	1645	https://www.orthodb.org/?query=42410at7215	ATP-binding cassette sub-family A member 2
42411at7215	Complete	3R	19462964	19461938	-	698.5	336	https://www.orthodb.org/?query=42411at7215	succinate--CoA ligase 
42414at7215	Complete	3R	29908293	29912778	+	2075.8	1009	https://www.orthodb.org/?query=42414at7215	uncharacterized protein, isoform A
42421at7215	Complete	2R	7440778	7442831	+	1393.0	661	https://www.orthodb.org/?query=42421at7215	nucleolar protein 9
42425at7215	Complete	3L	17621378	17620297	-	510.5	226	https://www.orthodb.org/?query=42425at7215	charged multivesicular body protein 5
42427at7215	Complete	X	6226174	6231315	+	2889.4	1287	https://www.orthodb.org/?query=42427at7215	transmembrane protein 132E
42431at7215	Complete	X	17861163	17862621	+	917.9	408	https://www.orthodb.org/?query=42431at7215	zinc finger protein 622
42433at7215	Complete	2R	21658352	21658741	+	228.2	108	https://www.orthodb.org/?query=42433at7215	NADH dehydrogenase 
42470at7215	Complete	3L	19794909	19798736	+	1920.2	988	https://www.orthodb.org/?query=42470at7215	sterol regulatory element-binding protein 1
42492at7215	Complete	3R	14314935	14315606	+	201.9	130	https://www.orthodb.org/?query=42492at7215	corazonin
42501at7215	Complete	X	947484	946731	-	529.7	251	https://www.orthodb.org/?query=42501at7215	Glycoside hydrolase family 38, central domain
42503at7215	Complete	3L	17016638	17020175	+	2585.8	1154	https://www.orthodb.org/?query=42503at7215	ribosome biogenesis protein BMS1 homolog
42504at7215	Complete	3L	16329857	16330868	+	488.8	272	https://www.orthodb.org/?query=42504at7215	trimeric intracellular cation channel type B isoform X1
42510at7215	Complete	2R	21624237	21620049	-	2769.2	1348	https://www.orthodb.org/?query=42510at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC108050793
42513at7215	Complete	2L	9897130	9896329	-	609.3	267	https://www.orthodb.org/?query=42513at7215	Small ribosomal subunit protein uS5
42523at7215	Complete	3R	29723429	29724143	+	258.9	135	https://www.orthodb.org/?query=42523at7215	pterin-4-alpha-carbinolamine dehydratase
42526at7215	Complete	3R	25127810	25131042	+	1996.4	978	https://www.orthodb.org/?query=42526at7215	nuclear export mediator factor NEMF homolog
42530at7215	Complete	3R	29985597	29990535	+	3008.1	1372	https://www.orthodb.org/?query=42530at7215	protein artichoke
42536at7215	Complete	X	19621118	19618931	-	1131.8	543	https://www.orthodb.org/?query=42536at7215	thioredoxin domain-containing protein 3
42548at7215	Complete	3R	8234265	8236540	+	1607.1	738	https://www.orthodb.org/?query=42548at7215	DNA polymerase iota
42552at7215	Complete	3R	19661591	19663317	+	1126.9	480	https://www.orthodb.org/?query=42552at7215	Neurotransmitter-gated ion-channel
42557at7215	Complete	2R	8254165	8256733	+	925.8	468	https://www.orthodb.org/?query=42557at7215	venom serine protease
42558at7215	Complete	2R	12345085	12351075	+	3110.6	1935	https://www.orthodb.org/?query=42558at7215	uncharacterized protein LOC108158924 isoform X1
42576at7215	Complete	2L	20868145	20869334	+	301.3	148	https://www.orthodb.org/?query=42576at7215	uncharacterized protein LOC108033361
42582at7215	Complete	2R	18048134	18048797	+	292.7	181	https://www.orthodb.org/?query=42582at7215	uncharacterized protein LOC6626301 isoform X1
42586at7215	Complete	3L	3310529	3313297	+	1005.4	431	https://www.orthodb.org/?query=42586at7215	zinc transporter 1
42594at7215	Complete	3R	5467774	5469436	+	875.1	409	https://www.orthodb.org/?query=42594at7215	polymerase delta-interacting protein 2
42597at7215	Complete	X	16288407	16286092	-	277.7	139	https://www.orthodb.org/?query=42597at7215	vesicle transport protein GOT1B
42605at7215	Complete	2L	5050877	5048366	-	1186.8	598	https://www.orthodb.org/?query=42605at7215	ankyrin repeat domain-containing protein 17
42609at7215	Complete	2L	9782784	9788168	+	850.2	413	https://www.orthodb.org/?query=42609at7215	inositol-trisphosphate 3-kinase homolog
42616at7215	Complete	3R	10884834	10882536	-	884.2	445	https://www.orthodb.org/?query=42616at7215	arrestin domain-containing protein 2
42626at7215	Complete	3R	5794884	5798391	+	1888.1	948	https://www.orthodb.org/?query=42626at7215	zinc finger protein 800
42627at7215	Complete	3R	5754677	5753433	-	737.8	358	https://www.orthodb.org/?query=42627at7215	Scavenger mRNA decapping enzyme DcpS/DCS2
42631at7215	Complete	2R	24113556	24107908	-	2578.1	1320	https://www.orthodb.org/?query=42631at7215	helicase ARIP4
42643at7215	Complete	3L	6220643	6220825	+	99.3	38	https://www.orthodb.org/?query=42643at7215	Nuclear pore localisation protein NPL4, C-terminal
42644at7215	Complete	X	2198801	2204925	+	1279.7	593	https://www.orthodb.org/?query=42644at7215	monocarboxylate transporter 12
42650at7215	Complete	X	10052634	10051189	-	934.6	442	https://www.orthodb.org/?query=42650at7215	Neurotransmitter-gated ion-channel ligand-binding domain
42661at7215	Complete	2L	9954513	9956173	+	979.2	490	https://www.orthodb.org/?query=42661at7215	zinc finger CCCH-type with G patch domain-containing protein
42664at7215	Complete	X	16701897	16700886	-	465.1	253	https://www.orthodb.org/?query=42664at7215	trypsin-7
42671at7215	Complete	2L	6491234	6495901	+	1459.3	676	https://www.orthodb.org/?query=42671at7215	Major facilitator, sugar transporter-like
42687at7215	Complete	3R	8552607	8553965	+	801.7	409	https://www.orthodb.org/?query=42687at7215	odorant receptor 85d
42692at7215	Complete	2R	10026922	10028441	+	988.9	480	https://www.orthodb.org/?query=42692at7215	putative methyltransferase C9orf114
42699at7215	Complete	2L	106642	104475	-	1404.9	653	https://www.orthodb.org/?query=42699at7215	sodium/hydrogen exchanger 8
42700at7215	Complete	X	14233541	14228309	-	2541.8	1202	https://www.orthodb.org/?query=42700at7215	type I inositol 3,4-bisphosphate 4-phosphatase
42704at7215	Complete	3L	20221912	20222914	+	585.0	317	https://www.orthodb.org/?query=42704at7215	peritrophin-44
42708at7215	Complete	2R	15322020	15318582	-	2174.5	1030	https://www.orthodb.org/?query=42708at7215	uncharacterized protein LOC117138419 isoform X1
42709at7215	Complete	2R	21831348	21820846	-	5543.8	2953	https://www.orthodb.org/?query=42709at7215	G surface protein, allelic form 156
42720at7215	Complete	3L	8633949	8631885	-	1243.5	623	https://www.orthodb.org/?query=42720at7215	cell division control protein 6 homolog
42721at7215	Complete	2R	21670246	21671476	+	652.2	360	https://www.orthodb.org/?query=42721at7215	dr1-associated corepressor
42722at7215	Complete	3L	11711278	11710676	-	314.8	154	https://www.orthodb.org/?query=42722at7215	uncharacterized protein LOC108124179
42725at7215	Complete	3R	7124659	7126142	+	741.2	352	https://www.orthodb.org/?query=42725at7215	secernin-3
42728at7215	Complete	3R	17399499	17397179	-	1395.1	638	https://www.orthodb.org/?query=42728at7215	leucine-rich repeat protein soc-2 homolog
42729at7215	Complete	X	8075155	8071287	-	2471.1	1134	https://www.orthodb.org/?query=42729at7215	regulator of nonsense transcripts 2
42736at7215	Complete	2R	10048346	10036946	-	1424.7	671	https://www.orthodb.org/?query=42736at7215	lysophospholipid acyltransferase 1
42739at7215	Complete	3L	8749559	8749277	-	179.7	93	https://www.orthodb.org/?query=42739at7215	uncharacterized protein LOC6502833 isoform X1
42754at7215	Complete	2L	16768680	16788101	+	4486.7	1962	https://www.orthodb.org/?query=42754at7215	myosin heavy chain, muscle isoform X20
42770at7215	Complete	3R	12997341	12996924	-	271.5	137	https://www.orthodb.org/?query=42770at7215	peptidyl-tRNA hydrolase 2
42785at7215	Complete	3R	24384884	24383349	-	578.8	266	https://www.orthodb.org/?query=42785at7215	LOW QUALITY PROTEIN: uncharacterized protein LOC108116565
42791at7215	Complete	2R	12667953	12660246	-	628.2	284	https://www.orthodb.org/?query=42791at7215	probable ascorbate-specific transmembrane electron transporter 1 isoform X1
42792at7215	Complete	2R	21148114	21147716	-	129.5	91	https://www.orthodb.org/?query=42792at7215	uncharacterized protein, isoform A
42794at7215	Complete	2L	4955582	4958220	+	1485.0	731	https://www.orthodb.org/?query=42794at7215	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A-like protein 1
42797at7215	Duplicated	2L	11992992	11993980	+	666.5	305	https://www.orthodb.org/?query=42797at7215	transcriptional adapter 1
42797at7215	Duplicated	2L	11996903	11997891	+	664.5	305	https://www.orthodb.org/?query=42797at7215	transcriptional adapter 1
42805at7215	Complete	3R	21867843	21866245	-	587.8	396	https://www.orthodb.org/?query=42805at7215	myosin-2 heavy chain, non muscle
42808at7215	Complete	3L	12813907	12813115	-	617.4	260	https://www.orthodb.org/?query=42808at7215	splicing factor 3a subunit 2
42814at7215	Complete	X	16358453	16356758	-	996.4	414	https://www.orthodb.org/?query=42814at7215	splicing factor U2AF 50 kDa subunit
42831at7215	Complete	3L	12773310	12768889	-	2073.8	1108	https://www.orthodb.org/?query=42831at7215	huntingtin-interacting protein 1
42842at7215	Complete	X	156011	143005	-	1958.1	924	https://www.orthodb.org/?query=42842at7215	uncharacterized protein LOC6724755 isoform X1
42848at7215	Complete	3L	9968887	9970746	+	764.8	450	https://www.orthodb.org/?query=42848at7215	caspase Dronc
42855at7215	Complete	3R	8013837	8016171	+	1336.3	710	https://www.orthodb.org/?query=42855at7215	snRNA-activating protein complex subunit 4
42856at7215	Complete	2R	9145586	9148213	+	1022.4	496	https://www.orthodb.org/?query=42856at7215	proton-coupled folate transporter
42867at7215	Complete	X	16441782	16444755	+	964.9	456	https://www.orthodb.org/?query=42867at7215	protein DDI1 homolog 2
42920at7215	Complete	3R	8252178	8260184	+	1210.7	552	https://www.orthodb.org/?query=42920at7215	uncharacterized protein LOC117574875 isoform X1
42921at7215	Complete	3R	29203735	29202703	-	680.6	342	https://www.orthodb.org/?query=42921at7215	cytochrome c1, heme protein, mitochondrial
42937at7215	Complete	2R	20640581	20634193	-	2408.5	1233	https://www.orthodb.org/?query=42937at7215	protein rigor mortis
42955at7215	Complete	3R	27111719	27108999	-	1139.4	517	https://www.orthodb.org/?query=42955at7215	LOW QUALITY PROTEIN: large neutral amino acids transporter small subunit 1
42960at7215	Complete	3L	18149045	18153343	+	399.3	188	https://www.orthodb.org/?query=42960at7215	uncharacterized protein, isoform A
42968at7215	Complete	2L	15768231	15766637	-	570.7	323	https://www.orthodb.org/?query=42968at7215	zinc finger protein weckle
42974at7215	Complete	X	19303924	19301583	-	1289.4	623	https://www.orthodb.org/?query=42974at7215	uncharacterized protein LOC108620104
42985at7215	Complete	2R	13220377	13220900	+	164.0	71	https://www.orthodb.org/?query=42985at7215	COP9 signalosome complex subunit 9 homolog
42992at7215	Complete	X	1939954	1938493	-	676.3	404	https://www.orthodb.org/?query=42992at7215	protein SMG9
42999at7215	Complete	2L	16827476	16831375	+	2506.7	1161	https://www.orthodb.org/?query=42999at7215	aspartate--tRNA ligase, mitochondrial
43023at7215	Complete	X	8135871	8136884	+	458.1	244	https://www.orthodb.org/?query=43023at7215	zinc finger protein 239
43026at7215	Complete	3L	23126207	23138282	+	824.3	557	https://www.orthodb.org/?query=43026at7215	Pre-rRNA-processing protein RIX1, N-terminal
43032at7215	Complete	3R	4221142	4226858	+	2429.7	1152	https://www.orthodb.org/?query=43032at7215	cyclin-G-associated kinase
43046at7215	Complete	3R	26062289	26061314	-	428.3	197	https://www.orthodb.org/?query=43046at7215	uncharacterized protein LOC122619614 isoform X1
43051at7215	Complete	3R	20057853	20059049	+	751.5	356	https://www.orthodb.org/?query=43051at7215	E3 ubiquitin-protein ligase RNF113A
43087at7215	Complete	3R	16441418	16437025	-	2428.7	1074	https://www.orthodb.org/?query=43087at7215	protein CLEC16A homolog
43092at7215	Complete	3L	3896672	3895001	-	1063.4	471	https://www.orthodb.org/?query=43092at7215	gustatory receptor 63a
43094at7215	Complete	3L	3810097	3809278	-	473.1	231	https://www.orthodb.org/?query=43094at7215	mpv17-like protein 2
43100at7215	Complete	X	12019180	12020660	+	474.6	215	https://www.orthodb.org/?query=43100at7215	LSM12 homolog a
43103at7215	Complete	3L	8125038	8124654	-	250.3	127	https://www.orthodb.org/?query=43103at7215	54S ribosomal protein c83.06c, mitochondrial
43109at7215	Complete	2R	22648453	22647991	-	253.2	118	https://www.orthodb.org/?query=43109at7215	uncharacterized protein LOC27209059 isoform X1
43111at7215	Complete	2L	21747255	21741585	-	1324.3	657	https://www.orthodb.org/?query=43111at7215	cytohesin-3 isoform X1
43112at7215	Complete	2R	15571677	15572923	+	533.3	383	https://www.orthodb.org/?query=43112at7215	uncharacterized protein, isoform A
43117at7215	Complete	X	12017873	12017453	-	252.0	133	https://www.orthodb.org/?query=43117at7215	chromatin accessibility complex 16kD protein
43119at7215	Complete	3L	6615897	6617991	+	1061.4	487	https://www.orthodb.org/?query=43119at7215	uncharacterized protein LOC6506185 isoform X1
43123at7215	Complete	2L	16288443	16290776	+	1041.5	520	https://www.orthodb.org/?query=43123at7215	A-kinase anchor protein 10, mitochondrial
43124at7215	Complete	2L	17136	11217	-	2383.2	1139	https://www.orthodb.org/?query=43124at7215	lethal(2) giant larvae protein
43130at7215	Complete	2L	17590239	17590995	+	497.0	228	https://www.orthodb.org/?query=43130at7215	class E basic helix-loop-helix protein 22
43143at7215	Complete	2R	13218145	13215772	-	1077.6	540	https://www.orthodb.org/?query=43143at7215	organic cation transporter protein
43146at7215	Complete	2R	7029098	7032887	+	441.2	217	https://www.orthodb.org/?query=43146at7215	tetraspanin-9
43152at7215	Complete	X	11868737	11865107	-	2141.4	1068	https://www.orthodb.org/?query=43152at7215	nardilysin-like
43158at7215	Complete	2R	13450824	13453208	+	1233.8	610	https://www.orthodb.org/?query=43158at7215	golgin subfamily A member 1
43160at7215	Complete	3L	16417111	16415392	-	1060.5	510	https://www.orthodb.org/?query=43160at7215	Aminoacyl-tRNA synthetase, class I, anticodon-binding
43162at7215	Complete	2R	10739720	10738760	-	716.7	319	https://www.orthodb.org/?query=43162at7215	CDK-activating kinase assembly factor MAT1
43169at7215	Complete	2R	17557115	17563282	+	1523.6	685	https://www.orthodb.org/?query=43169at7215	kinesin-like protein KIF12
43178at7215	Complete	4	1229973	1226160	-	1529.5	837	https://www.orthodb.org/?query=43178at7215	putative dual specificity tyrosine-phosphorylation-regulated kinase 3 homolog
43187at7215	Complete	X	10220548	10229694	+	3518.2	1617	https://www.orthodb.org/?query=43187at7215	ral GTPase-activating protein subunit beta
43207at7215	Complete	3L	8600743	8599692	-	636.0	279	https://www.orthodb.org/?query=43207at7215	negative elongation factor E
43216at7215	Complete	3R	12048972	12048354	-	375.1	187	https://www.orthodb.org/?query=43216at7215	Ubiquitin-conjugating enzyme E2
43223at7215	Complete	X	13288221	13293875	+	3035.9	1544	https://www.orthodb.org/?query=43223at7215	adhesion G protein-coupled receptor A2
43224at7215	Complete	3L	7147847	7143778	-	2106.3	1026	https://www.orthodb.org/?query=43224at7215	sporulation-specific protein 15
43228at7215	Complete	3R	27912567	27913658	+	502.1	277	https://www.orthodb.org/?query=43228at7215	nucleosome assembly protein 1-like 1-A
43259at7215	Complete	X	6219294	6217482	-	929.8	491	https://www.orthodb.org/?query=43259at7215	vanin-like protein 1
43266at7215	Complete	3R	31372561	31374064	+	936.2	484	https://www.orthodb.org/?query=43266at7215	putative glycogen synthase kinase-3 homolog
