"MAG_ID","IMG.Genome.ID","Bin.Completeness","Bin.Contamination","Average.Coverage","Genome_size_Mbp","Ecosystem","Latitude","Longitude","Source","GTDB.Taxonomy.Lineage"
"3300055491_26",3300055491,84.48,5.17,25.84,1.999617,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055491_6",3300055491,96.51,1.43,37.18,2.531714,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055491_45",3300055491,98.34,6.58,28.59,3.475325,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Sulfuricellaceae"
"3300055491_4",3300055491,90.58,0.26,134.9,2.608122,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055492_15",3300055492,76.33,2.87,268.05,2.156985,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Pseudomonadales; Moraxellaceae; HYN0046"
"3300055492_17",3300055492,98,0.71,65.13,4.119375,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Cyanobacteria; Cyanobacteriia; Leptolyngbyales; Leptolyngbyaceae; Alkalinema"
"3300055492_30",3300055492,72.98,4.55,164.23,1.737315,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Chloroflexota; Anaerolineae; Anaerolineales; Anaerolineaceae; T78"
"3300055492_37",3300055492,79.52,1.98,25.17,1.960485,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Methylophilaceae; Methylotenera"
"3300055492_43",3300055492,84.95,5.26,46.85,2.058608,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055492_31",3300055492,80.75,1.97,13.48,3.435931,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; LD1; UBA1941"
"3300055492_21",3300055492,70.78,2.94,21.95,1.478391,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; AAA044-D11"
"3300055492_26",3300055492,76.52,7.66,13.38,1.567964,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; DSM-16500; DSM-16500; UBA5158"
"3300055493_18",3300055493,98.29,1.28,113.94,2.300048,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; RAAP-2; RAAP-2"
"3300055493_17",3300055493,96.19,1.14,22.7,2.967078,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; UBA10887"
"3300055494_9",3300055494,71.52,1.41,35.7,1.938736,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Thermomonas"
"3300055494_11",3300055494,96.52,1.74,31.35,3.257902,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; UBA1936"
"3300055494_3",3300055494,89.11,3.84,34.25,2.807706,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Cellulomonadaceae; Cellulomonas"
"3300055494_20",3300055494,94.09,2.14,55.73,2.330276,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; RAAP-2; RAAP-2"
"3300055494_34",3300055494,87.83,6.84,19.35,4.283098,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium"
"3300055495_24",3300055495,72.01,7.34,19.77,2.462538,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Cryobacterium"
"3300055495_30",3300055495,70.58,0.31,40.34,1.518598,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055495_23",3300055495,89.48,4.75,32.75,3.23581,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Acidobacteriota; Aminicenantia; Aminicenantales; UBA4085; FEN-413"
"3300055495_9",3300055495,90.71,1.38,17,3.262895,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; UBA1936"
"3300055495_15",3300055495,96.24,5.93,25.92,2.994113,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055496_19",3300055496,98.35,0.48,60.14,2.59884,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055496_27",3300055496,91.43,7.37,35.8,2.309804,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055496_34",3300055496,82.02,1.96,28.51,3.600944,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Rhodoferax"
"3300055496_20",3300055496,80.01,0.78,38.95,1.639102,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055496_33",3300055496,80.46,0,17.84,0.717388,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Patescibacteria; Paceibacteria; UBA9983; UBA2163; C7867-001"
"3300055496_28",3300055496,80.46,0,22.34,0.761758,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Patescibacteria; Paceibacteria; UBA9983; UBA2163; C7867-001"
"3300055496_3",3300055496,75.87,0.78,15.88,3.064977,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; UBA1936"
"3300055496_14",3300055496,75.93,0,21.95,2.061626,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; RBG-13-55-18; Fen-727; Fen-727; FEN-680"
"3300055496_12",3300055496,88.84,0.89,34.56,3.469317,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bdellovibrionota; Bacteriovoracia; Bacteriovoracales; Bacteriovoracaceae; Bacteriovorax"
"3300055497_6",3300055497,79.54,0.72,38.05,1.566501,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055497_1",3300055497,96.51,1.19,24.31,6.18351,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Mucilaginibacter"
"3300055497_26",3300055497,98.52,1.64,35.24,5.081603,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Palsa-955"
"3300055497_25",3300055497,92.78,4.43,21.48,4.64355,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter"
"3300055497_53",3300055497,75.86,3.6,29.76,1.73381,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055497_43",3300055497,99.4,2.09,59.91,4.338157,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; B-17BO; UBA4416"
"3300055497_39",3300055497,70.71,0,28.69,1.025207,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Caldisericota; Caldisericia; Cryosericales; Cryosericaceae; Cryosericum"
"3300055497_24",3300055497,82.27,1.82,709.64,1.898881,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Chloroflexota; Anaerolineae; Anaerolineales; Anaerolineaceae"
"3300055497_16",3300055497,94.42,1.07,25.71,3.577636,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Cyanobacteria; Cyanobacteriia; Leptolyngbyales; Leptolyngbyaceae; Alkalinema"
"3300055497_21",3300055497,94.76,0.95,25.78,4.469799,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; Palsa-965; Palsa-965"
"3300055497_23",3300055497,82.63,0.48,47.13,2.168802,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055497_22",3300055497,95.48,0.18,18.74,3.345996,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bdellovibrionota; Bdellovibrionia; Bdellovibrionales; Bdellovibrionaceae"
"3300055498_15",3300055498,76.71,0,18.71,3.91639,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bdellovibrionota; Bacteriovoracia; Bacteriovoracales; Bacteriovoracaceae; Bacteriovorax"
"3300055498_3",3300055498,72.19,0.91,30.18,1.564152,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; UBA1414; UBA1414; UBA1414"
"3300055498_1",3300055498,98.94,0.37,36.56,3.820038,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium"
"3300055498_11",3300055498,71.59,8.43,14.78,1.216196,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; PALSA-747"
"3300055498_9",3300055498,75.45,4.09,33.76,1.797419,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Chloroflexota; Anaerolineae; Anaerolineales; Anaerolineaceae; T78"
"3300055498_7",3300055498,89.66,2.96,22.3,3.789237,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter"
"3300055498_14",3300055498,99.14,8.62,36.53,6.245894,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Palsa-955"
"3300055498_8",3300055498,75.33,2.33,13.84,2.289194,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Weeksellaceae; Kaistella"
"3300055498_19",3300055498,98.44,1.13,24.99,4.131745,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Sphingobacteriales; Sphingobacteriaceae; Pelobium"
"3300055498_23",3300055498,99.05,1.11,46.5,4.328079,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; B-17BO; UBA4416"
"3300055499_2",3300055499,78.29,1.28,41.51,1.107729,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; RAAP-2; RAAP-2"
"3300055499_16",3300055499,94.65,3.84,61.06,4.343896,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium"
"3300055499_14",3300055499,88.04,0.23,58.14,3.979526,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Ramlibacter"
"3300055500_2",3300055500,79.71,1.05,18.98,1.160044,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; PALSA-747"
"3300055500_12",3300055500,83.93,0,25.41,1.392415,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Caldisericota; Caldisericia; Cryosericales; Cryosericaceae; Cryosericum"
"3300055500_22",3300055500,80.46,0,34.91,0.699053,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Patescibacteria; Paceibacteria; UBA9983; UBA2163; C7867-001"
"3300055501_14",3300055501,82.18,0,108.5,0.939923,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Patescibacteria; Paceibacteria; UBA9983; UBA2163; C7867-001"
"3300055501_8",3300055501,89.74,2.85,15.57,4.229701,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; LD1; UBA1941"
"3300055501_1",3300055501,83.96,3.6,60.59,1.958223,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055501_28",3300055501,77.57,0.48,193.65,1.738613,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055501_21",3300055501,77.01,0,22.43,0.87435,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Patescibacteria; Paceibacteria; UBA9983; UBA2163; C7867-001"
"3300055502_14",3300055502,90.52,1.1,20.15,3.694429,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cytophagaceae; Cytophaga"
"3300055502_12",3300055502,86.24,4.05,18.21,5.488723,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Bacteroidales; Prolixibacteraceae"
"3300055502_32",3300055502,98.94,0.37,97.86,3.875315,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Flavobacteriaceae; Flavobacterium"
"3300055502_5",3300055502,99.4,1.11,425.97,4.176894,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; B-17BO; UBA4416"
"3300055502_23",3300055502,98.03,1.72,108.55,4.681138,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter"
"3300055502_27",3300055502,79.31,0,83.43,3.939459,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; B-17BO; UBA4416"
"3300055502_31",3300055502,99.05,0.63,48.97,4.26711,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; 2-12-FULL-35-15; 2-12-FULL-35-15"
"3300055502_1",3300055502,97.54,1.15,64.84,4.651949,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Palsa-955"
"3300055503_11",3300055503,97.44,2.14,42.89,2.251218,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; RAAP-2; RAAP-2"
"3300055503_14",3300055503,76.82,1.54,15.45,1.985563,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Thermomonas"
"3300055503_18",3300055503,97.81,5.93,47.57,4.861698,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium"
"3300055503_4",3300055503,98.85,0.48,41.49,4.481579,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Ramlibacter"
"3300055504_11",3300055504,76.69,5.26,23.47,2.19089,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales"
"3300055504_36",3300055504,84.35,0.53,18.24,1.737082,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055504_17",3300055504,78.74,0,65.2,0.707448,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Patescibacteria; Paceibacteria; UBA9983; UBA2163; C7867-001"
"3300055504_25",3300055504,98.29,2.14,47.79,2.480651,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; RAAP-2; RAAP-2"
"3300055504_21",3300055504,80.71,0.6,122.22,1.518241,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055504_19",3300055504,95.15,0.47,21.81,3.441815,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Polaromonas"
"3300055504_5",3300055504,88.93,3.95,29.66,4.4986,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Caulobacteraceae; Phenylobacterium"
"3300055504_4",3300055504,84.49,2.25,21.61,2.329209,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Thermomonas"
"3300055504_20",3300055504,84.28,1.89,23.68,4.26892,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Ramlibacter"
"3300055505_30",3300055505,78.25,1.11,19.23,2.98435,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; B-17BO; UBA4416"
"3300055505_10",3300055505,86.07,5.26,25.67,1.935975,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055505_25",3300055505,78.1,1.87,96.89,1.306182,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; PALSA-747"
"3300055505_18",3300055505,83.62,5.96,15.34,2.292362,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055505_23",3300055505,90.4,0.63,30.72,3.494729,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055505_7",3300055505,98.57,0.63,50.07,4.148696,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; 2-12-FULL-35-15; 2-12-FULL-35-15"
"3300055505_33",3300055505,76.3,4.93,23.49,3.088846,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Rhodoferax"
"3300055505_6",3300055505,88.55,0.63,18.13,2.234776,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055505_19",3300055505,96.51,0.95,53.5,2.349363,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella"
"3300055505_53",3300055505,77.28,4.91,88.74,1.858736,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055505_4",3300055505,80.84,0.53,206.38,1.719701,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055505_2",3300055505,70.54,0,104.45,0.730912,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Caldisericota; Caldisericia; Cryosericales; Cryosericaceae; Cryosericum"
"3300055505_44",3300055505,95.07,1.72,27.67,4.479566,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter"
"3300055505_48",3300055505,78.72,6.31,55.37,2.214416,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Gallionellaceae; Gallionella; Gallionella sp002381565"
"3300055506_2",3300055506,99.05,0.63,37.22,4.331037,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; 2-12-FULL-35-15; 2-12-FULL-35-15"
"3300055506_18",3300055506,100,1.72,39.98,4.825302,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter"
"3300055506_8",3300055506,84.94,0.13,32.5,1.631694,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055506_4",3300055506,76.75,2.98,16.47,2.088227,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Nanopelagicales; Nanopelagicaceae; QYPT01"
"3300055506_9",3300055506,99.52,1.11,62.48,4.274036,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Bacteroidota; Bacteroidia; AKYH767; B-17BO; UBA4416"
"3300055507_21",3300055507,93.71,0.57,28.07,2.499443,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomonas_A"
"3300055507_16",3300055507,81.62,1.71,19.74,2.090929,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; RBG-13-55-18; Fen-727; Fen-727; FEN-680"
"3300055507_7",3300055507,85.21,3.06,27.65,2.476339,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; UBA10887"
"3300055507_19",3300055507,97.01,2.56,62.16,2.357756,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; RAAP-2; RAAP-2"
"3300055507_30",3300055507,72.7,0.11,15.82,2.619201,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Pseudolabrys"
"3300055507_13",3300055507,98.27,0.05,67.07,3.146394,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; UBA10887"
"3300055507_8",3300055507,89.53,2.85,45.41,3.635495,"Environmental; Terrestrial; Soil; Glacial till; Unclassified",-64.77,-64.05,"Soil","Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; AG11"
