"MAG_ID","IMG.Genome.ID","Bin.Completeness","Bin.Contamination","Average.Coverage","Genome_size_Mbp","Ecosystem.x","Latitude","Longitude","Source","GTDB.Taxonomy.Lineage"
"3300062820_42",3300062820,73.16,2.16,25.19,3.579158,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Geodermatophilaceae; Geodermatophilus"
"3300062820_45",3300062820,75.86,0,28.71,5.581887,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Piscinibacter"
"3300062820_49",3300062820,97.71,0.15,16.04,4.507081,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; SG8-41; UBA5216"
"3300062820_50",3300062820,78.07,6.95,14.12,4.341032,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300062820_36",3300062820,93.83,0.12,92.55,4.655853,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Rubrivivax"
"3300062820_37",3300062820,97.74,0.47,46.21,4.373495,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga; Hydrogenophaga sp003599455"
"3300062820_57",3300062820,86.83,1.12,9.99,6.443704,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; Planctomycetia; Planctomycetales; Planctomycetaceae; DSVQ01"
"3300062820_6",3300062820,86.67,9.41,10.62,5.267143,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Chryseolinea"
"3300062820_7",3300062820,98.44,0.93,21.85,5.466674,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Rhizobacter"
"3300062820_72",3300062820,75.64,0.85,12.66,2.491598,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; UBA5794; ZC4RG35"
"3300062820_75",3300062820,76.11,3.4,8.55,5.916214,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; V1-33; V1-33"
"3300062820_51",3300062820,80.19,5.98,18.38,4.668856,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; CADEFD01"
"3300062820_52",3300062820,79.41,0.88,9.06,2.655804,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Rhodocyclaceae; JAEUNX01"
"3300062820_53",3300062820,73.75,0,12.03,2.189355,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Nocardioidaceae; Nocardioides"
"3300062820_54",3300062820,100,0,16.15,4.887413,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Flavobacteriales; Crocinitomicaceae; Fluviicola"
"3300062820_83",3300062820,97.45,0.6,12.69,6.991856,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Ohtaekwangia; Ohtaekwangia sp902168205"
"3300062820_113",3300062820,99.14,2.96,17.37,5.250333,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga"
"3300062820_114",3300062820,98.29,0.43,13.81,1.994829,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Methylophilaceae; Methylotenera_A"
"3300062820_98",3300062820,98.99,2.25,33.28,3.818044,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Actinomycetales; Microbacteriaceae; Microbacterium"
"3300062820_94",3300062820,86.16,1.04,20.01,3.595383,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae"
"3300062820_85",3300062820,98.72,5.56,20.48,5.817512,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; WLNW01; WLNW01"
"3300062820_81",3300062820,94.09,4.13,12.15,5.259927,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; Planctomycetia; Gemmatales; Gemmataceae"
"3300062820_82",3300062820,86.56,1.08,17.48,3.114329,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; UBA1135; UBA1135; UBA1135; GCA-2746235"
"3300062820_89",3300062820,74.14,0,11.25,2.754978,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aestuariivirgaceae; Aestuariivirga"
"3300062820_92",3300062820,78.57,6.3,20.02,2.572986,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; SCUD01"
"3300062821_53",3300062821,78.02,6.27,21.02,6.353328,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; 2-12-FULL-66-21; JACCXG01"
"3300062821_32",3300062821,92.17,5.53,11.52,2.959652,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Xanthobacteraceae; Ga0077548"
"3300062821_7",3300062821,97.48,1.52,17.34,4.259733,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga; Hydrogenophaga sp003599455"
"3300062821_52",3300062821,79.73,2.74,8.6,2.208074,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Methylacidiphilales"
"3300062822_6",3300062822,98.73,0.56,29.8,3.919461,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pseudogemmobacter"
"3300062822_117",3300062822,83.78,0.87,96.96,9.202034,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Micromonosporaceae; Actinoplanes"
"3300062822_156",3300062822,100,2.78,77.12,3.060774,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; CADCSY01"
"3300062822_157",3300062822,99.61,1.09,26.09,5.373422,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga"
"3300062822_158",3300062822,99.38,0,32.51,3.387528,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hylemonella"
"3300062822_130",3300062822,80.39,9.73,9.6,3.369055,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Chiayiivirga"
"3300062822_133",3300062822,76.79,1,14.85,1.541856,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingomicrobium"
"3300062822_18",3300062822,72.2,1.73,20.05,2.832978,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae"
"3300062822_21",3300062822,70.17,1.82,17.61,2.073529,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira_C"
"3300062822_23",3300062822,99.24,1.19,79.16,7.182697,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Ohtaekwangia; Ohtaekwangia sp902168205"
"3300062822_26",3300062822,74.36,0.71,30.88,3.25925,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; AC-14; CADCTB01"
"3300062822_3",3300062822,99.1,2.23,41.66,5.103116,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium_A"
"3300062822_34",3300062822,98.12,0.47,20.41,4.69666,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga"
"3300062822_47",3300062822,99.21,0.95,63.73,4.396088,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; SCMT01"
"3300062822_51",3300062822,87,4.84,9.64,7.738799,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota; Polyangia; Polyangiales; JAFGIB01"
"3300062822_53",3300062822,82.76,3.45,13.72,5.773851,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Mitsuaria; Mitsuaria sp900113225"
"3300062822_95",3300062822,98.62,0.91,34.37,3.168897,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Xanthomonadales; Xanthomonadaceae; Thermomonas"
"3300062822_68",3300062822,96.36,0.95,44.52,4.062543,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Tabrizicola"
"3300062822_74",3300062822,97.74,2.19,16.49,5.233647,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Opitutales; Opitutaceae; Nibricoccus"
"3300062822_76",3300062822,71.58,2.14,16.85,2.835607,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; Ilumatobacteraceae"
"3300062822_78",3300062822,99.01,3.56,24.13,4.315569,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Amaricoccus"
"3300062822_80",3300062822,99.96,0,29.87,3.325313,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Luteolibacter"
"3300062822_82",3300062822,100,0.39,52.48,6.089008,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; FKL33"
"3300062822_83",3300062822,80.5,1.99,15.9,6.879701,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Chloroflexota; Chloroflexia; Chloroflexales; Chloroflexaceae; OHK40"
"3300062822_86",3300062822,99.07,0.03,124.97,6.168852,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Ideonella"
"3300062822_93",3300062822,85.15,4.18,24.77,2.55214,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium"
"3300062822_168",3300062822,70.12,0.41,8.62,2.025464,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Alteraurantiacibacter"
"3300062822_169",3300062822,77.74,3.45,23.25,2.623844,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; Gemmatimonadaceae; UBA4720"
"3300062822_159",3300062822,96.49,9.83,27.53,5.720436,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Shinella; Shinella kummerowiae"
"3300062822_160",3300062822,100,6.84,30.85,5.41949,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; WLNW01; WLNW01"
"3300062822_161",3300062822,92.37,0.9,19.44,4.334129,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens"
"3300062823_103",3300062823,98.05,1.25,11.57,6.424932,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae"
"3300062823_105",3300062823,99.96,0.68,85.95,3.586141,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Verrucomicrobiales; Akkermansiaceae; Luteolibacter"
"3300062823_116",3300062823,95.48,4.19,15.09,7.250559,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota; Polyangia; Palsa-1104_A; Fen-1088"
"3300062823_106",3300062823,77.59,0,57.61,4.179099,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Agrobacterium; Agrobacterium tumefaciens"
"3300062823_10",3300062823,80.58,2.56,15.54,3.872717,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; 12-FULL-67-14b"
"3300062823_100",3300062823,93.94,2.69,16.39,3.664299,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Calidifontimicrobium"
"3300062823_14",3300062823,99.75,0,20.82,5.326419,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Lacibacter"
"3300062823_142",3300062823,98.86,1.68,19.86,4.173279,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; Hyphomonadaceae; UBA7672"
"3300062823_150",3300062823,72.93,4.56,27.23,2.85842,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; Solirubrobacteraceae"
"3300062823_151",3300062823,98.86,1.91,27.84,5.874559,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Mycobacteriales; Micromonosporaceae; Glycomyces; Glycomyces dulcitolivorans"
"3300062823_152",3300062823,84.54,0,9.04,3.011538,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Chitinophagales; Chitinophagaceae; Ferruginibacter"
"3300062823_164",3300062823,90.91,5.85,20,3.01056,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Sphingobium"
"3300062823_2",3300062823,86.04,4.46,16.05,3.185665,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Gemmatimonadota; Gemmatimonadetes; Gemmatimonadales; GWC2-71-9"
"3300062823_4",3300062823,81.4,5.16,20,2.645514,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Croceibacterium"
"3300062823_5",3300062823,97.36,3.53,30.84,4.178231,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Devosiaceae; Devosia"
"3300062823_50",3300062823,95.92,0.76,37.12,4.34339,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Tabrizicola"
"3300062823_51",3300062823,99.15,0,22.04,2.527772,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; UBA4738; CADDZG01; WHSQ01"
"3300062823_54",3300062823,97.8,2.23,16.73,7.087623,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Ideonella"
"3300062823_61",3300062823,74.58,2.59,34.78,2.127094,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae; GMQP-bins7"
"3300062823_135",3300062823,96.31,1.56,24.39,5.211543,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Rhizobacter"
"3300062823_65",3300062823,76.16,4.65,12.81,6.745908,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota; Polyangia; Nannocystales; Nannocystaceae"
"3300062823_69",3300062823,70.3,3.47,10.64,3.508277,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Blastocatellia; Pyrinomonadales; Pyrinomonadaceae; OLB17"
"3300062823_78",3300062823,97.58,3.24,18.66,5.468436,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhodomicrobiaceae; R-RK-3"
"3300062823_8",3300062823,72.48,2.83,10.47,5.494591,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Chloroflexota; Chloroflexia; Chloroflexales; Chloroflexaceae; OHK40"
"3300062823_80",3300062823,93.14,0.4,13.29,3.003707,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Aestuariivirgaceae; Aestuariivirga"
"3300062823_82",3300062823,73.62,5.83,14.14,1.144774,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Archaea; Thermoproteota; Nitrososphaeria; Nitrososphaerales; Nitrososphaeraceae; Nitrososphaera"
"3300062823_126",3300062823,87.85,4.03,17.37,10.209975,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Myxococcota; Polyangia; Nannocystales; Nannocystaceae"
"3300062823_13",3300062823,94.85,1.74,31.93,3.925238,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Pseudogemmobacter"
"3300062823_134",3300062823,73.56,8.62,16.67,5.492943,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Steroidobacterales; Steroidobacteraceae; Steroidobacter_A"
"3300062823_86",3300062823,99.51,1.13,66.24,4.75056,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhizobiales; Rhizobiaceae; Mesorhizobium_A"
"3300062823_136",3300062823,79.58,4.56,24.54,5.698423,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; 2-12-FULL-66-21; JACCXG01"
"3300062823_137",3300062823,99.32,0,29.45,2.976452,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Sphingomonadales; Sphingomonadaceae; Alteraurantiacibacter"
"3300062823_139",3300062823,88.79,3.49,11.16,5.482641,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Planctomycetota; Planctomycetia; Pan216; Pan216"
"3300062823_98",3300062823,74.84,1.57,18.24,2.951807,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Acidimicrobiia; Acidimicrobiales; Ilumatobacteraceae"
"3300062823_95",3300062823,98.6,1.2,23.73,5.714086,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Pseudorivibacter"
"3300062823_84",3300062823,95.97,1.19,39.01,7.31107,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Bacteroidota; Bacteroidia; Cytophagales; Cyclobacteriaceae; Ohtaekwangia; Ohtaekwangia sp902168205"
"3300062823_85",3300062823,99.1,0,48.86,4.489522,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Rhodobacterales; Rhodobacteraceae; Amaricoccus"
"3300062823_93",3300062823,76.07,2.8,10.14,4.955296,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Acidobacteriota; Vicinamibacteria; Vicinamibacterales; UBA2999; JACCSI01"
"3300062823_92",3300062823,92.93,2.72,22.58,6.507059,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Verrucomicrobiota; Verrucomicrobiae; Chthoniobacterales; Chthoniobacteraceae"
"3300062831_11",3300062831,84.93,4.74,15.59,2.515899,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Gaiellales; Gaiellaceae"
"3300062831_29",3300062831,71.93,1.3,23.45,3.059981,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Actinomycetia; Propionibacteriales; Propionibacteriaceae"
"3300062831_17",3300062831,78.4,1.08,13.13,2.764784,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Alphaproteobacteria; Caulobacterales; TH1-2; Terricaulis"
"3300062831_24",3300062831,72.31,6.11,18.21,4.01704,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; UBA6522; UBA6522; FEN-1219"
"3300062831_44",3300062831,74.49,0.91,18.69,1.898621,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Nitrospirota; Nitrospiria; Nitrospirales; Nitrospiraceae; Nitrospira_C"
"3300062831_58",3300062831,84.27,0.74,26.31,3.967443,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; CADEEN01"
"3300062831_64",3300062831,75.43,1.29,14.43,2.314663,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VGBV01"
"3300062831_8",3300062831,98.41,0.86,31.57,4.571362,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Proteobacteria; Gammaproteobacteria; Burkholderiales; Burkholderiaceae; Hydrogenophaga; Hydrogenophaga sp003599455"
"3300062833_10",3300062833,96.12,0.86,54.51,2.557802,"Host-associated; Plants; Roots; Rhizosphere; Unclassified",38.541542,-121.783874,"plant-associated","Bacteria; Actinobacteriota; Thermoleophilia; Solirubrobacterales; 70-9; VAYN01"
